date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:21:39	452/452	---MCZ	200	added ('OK')	text/plain	date:Wed,%2020%20Aug%202025%2019:21:38%20GMT	https://ak.sv/robots.txt		(from )
19:21:39	48873/48873	---MCZ	200	added ('OK')	text/html	date:Wed,%2020%20Aug%202025%2019:21:39%20GMT	https://ak.sv/	my_website_copy/ak.sv/index.html	(from )
19:21:40	76188/76188	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Sun,%2013%20Oct%202019%2008:38:32%20GMT	https://ak.sv/style/assets/css/fonts/font/STC-Bold.eot	my_website_copy/ak.sv/style/assets/css/fonts/font/STC-Bold.eot	(from https://ak.sv/)
19:21:42	55720/55720	---M--	200	added ('OK')	font/woff	date:Sun,%2013%20Oct%202019%2008:38:46%20GMT	https://ak.sv/style/assets/css/fonts/font/STC-Bold.woff	my_website_copy/ak.sv/style/assets/css/fonts/font/STC-Bold.woff	(from https://ak.sv/)
19:21:42	76032/76032	---MCZ	200	added ('OK')	font/ttf	date:Sun,%2013%20Oct%202019%2008:38:58%20GMT	https://ak.sv/style/assets/css/fonts/font/STC-Bold.ttf	my_website_copy/ak.sv/style/assets/css/fonts/font/STC-Bold.ttf	(from https://ak.sv/)
19:21:43	286374/286374	---MCZ	200	added ('OK')	image/svg+xml	date:Sun,%2013%20Oct%202019%2008:39:38%20GMT	https://ak.sv/style/assets/css/fonts/font/STC-Bold.svg	my_website_copy/ak.sv/style/assets/css/fonts/font/STC-Bold.svg	(from https://ak.sv/)
19:21:44	68364/68364	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Sun,%2013%20Oct%202019%2008:39:38%20GMT	https://ak.sv/style/assets/css/fonts/font/STC-Italic.eot	my_website_copy/ak.sv/style/assets/css/fonts/font/STC-Italic.eot	(from https://ak.sv/)
19:21:45	56032/56032	---M--	200	added ('OK')	font/woff	date:Sun,%2013%20Oct%202019%2008:41:06%20GMT	https://ak.sv/style/assets/css/fonts/font/STC-Light.woff	my_website_copy/ak.sv/style/assets/css/fonts/font/STC-Light.woff	(from https://ak.sv/)
19:21:46	78848/78848	---MCZ	200	added ('OK')	font/ttf	date:Sun,%2013%20Oct%202019%2008:41:20%20GMT	https://ak.sv/style/assets/css/fonts/font/STC-Light.ttf	my_website_copy/ak.sv/style/assets/css/fonts/font/STC-Light.ttf	(from https://ak.sv/)
19:21:47	293427/293427	---MCZ	200	added ('OK')	image/svg+xml	date:Sun,%2013%20Oct%202019%2008:41:34%20GMT	https://ak.sv/style/assets/css/fonts/font/STC-Light.svg	my_website_copy/ak.sv/style/assets/css/fonts/font/STC-Light.svg	(from https://ak.sv/)
19:21:48	80504/80504	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Sun,%2013%20Oct%202019%2008:41:44%20GMT	https://ak.sv/style/assets/css/fonts/font/STC-Regular.eot	my_website_copy/ak.sv/style/assets/css/fonts/font/STC-Regular.eot	(from https://ak.sv/)
19:21:49	58212/58212	---M--	200	added ('OK')	font/woff	date:Sun,%2013%20Oct%202019%2008:41:56%20GMT	https://ak.sv/style/assets/css/fonts/font/STC-Regular.woff	my_website_copy/ak.sv/style/assets/css/fonts/font/STC-Regular.woff	(from https://ak.sv/)
19:21:50	80352/80352	---MCZ	200	added ('OK')	font/ttf	date:Sun,%2013%20Oct%202019%2008:42:06%20GMT	https://ak.sv/style/assets/css/fonts/font/STC-Regular.ttf	my_website_copy/ak.sv/style/assets/css/fonts/font/STC-Regular.ttf	(from https://ak.sv/)
19:21:51	1150/1150	---MCZ	200	added ('OK')	image/x-icon	date:Sun,%2024%20Nov%202019%2010:12:28%20GMT	https://ak.sv/favicon.ico	my_website_copy/ak.sv/favicon.ico	(from https://ak.sv/)
19:21:52	313080/313080	---MCZ	200	added ('OK')	image/svg+xml	date:Sun,%2013%20Oct%202019%2008:42:24%20GMT	https://ak.sv/style/assets/css/fonts/font/STC-Regular.svg	my_website_copy/ak.sv/style/assets/css/fonts/font/STC-Regular.svg	(from https://ak.sv/)
19:21:53	134885/134885	---MCZ	200	added ('OK')	text/css	date:Sun,%2021%20Feb%202021%2017:30:01%20GMT	https://ak.sv/style/assets/css/plugins.css?v=1.2	my_website_copy/ak.sv/style/assets/css/plugins7839.css	(from https://ak.sv/)
19:21:54	36554/36554	---MCZ	200	added ('OK')	text/css	date:Thu,%2024%20Nov%202022%2018:21:24%20GMT	https://ak.sv/style/assets/css/style.css?v=1.3	my_website_copy/ak.sv/style/assets/css/stylee67d.css	(from https://ak.sv/)
19:21:55	551/551	---MCZ	200	added ('OK')	text/css	date:Sun,%2028%20Jun%202020%2013:32:34%20GMT	https://ak.sv/style/assets/css/akwam.css?v=1.3	my_website_copy/ak.sv/style/assets/css/akwame67d.css	(from https://ak.sv/)
19:21:56	2524/2524	---MCZ	200	added ('OK')	text/css	date:Wed,%2026%20Aug%202020%2009:24:42%20GMT	https://ak.sv/style/assets/css/home.css	my_website_copy/ak.sv/style/assets/css/home.css	(from https://ak.sv/)
19:21:56	123240/123240	---M--	200	added ('OK')	image/webp	date:Sat,%2014%20Oct%202023%2018:52:46%20GMT	https://ak.sv/style/assets/images/home-bg.webp	my_website_copy/ak.sv/style/assets/images/home-bg.webp	(from https://ak.sv/)
19:21:58	164187/164187	---MCZ	200	added ('OK')	text/html	date:Wed,%2020%20Aug%202025%2019:21:58%20GMT	https://ak.sv/movies	my_website_copy/ak.sv/movies.html	(from https://ak.sv/)
19:21:58	170673/170673	---MCZ	200	added ('OK')	text/html	date:Wed,%2020%20Aug%202025%2019:21:58%20GMT	https://ak.sv/series	my_website_copy/ak.sv/series.html	(from https://ak.sv/)
19:22:00	169202/169202	---MCZ	200	added ('OK')	text/html	date:Wed,%2020%20Aug%202025%2019:21:59%20GMT	https://ak.sv/shows	my_website_copy/ak.sv/shows.html	(from https://ak.sv/)
19:22:01	162398/162398	---MCZ	200	added ('OK')	text/html	date:Wed,%2020%20Aug%202025%2019:22:00%20GMT	https://ak.sv/mix	my_website_copy/ak.sv/mix.html	(from https://ak.sv/)
19:22:02	82182/82182	---MCZ	200	added ('OK')	text/html	date:Wed,%2020%20Aug%202025%2019:22:01%20GMT	https://ak.sv/AKWAM-Notifications	my_website_copy/ak.sv/AKWAM-Notifications.html	(from https://ak.sv/)
19:22:03	81001/81001	---MCZ	200	added ('OK')	text/html	date:Wed,%2020%20Aug%202025%2019:22:02%20GMT	https://ak.sv/contactus	my_website_copy/ak.sv/contactus.html	(from https://ak.sv/)
19:22:04	219968/219968	---MCZ	200	added ('OK')	text/html	date:Wed,%2020%20Aug%202025%2019:22:03%20GMT	https://ak.sv/main	my_website_copy/ak.sv/main.html	(from https://ak.sv/)
19:22:04	2238/2238	---MCZ	200	added ('OK')	image/svg+xml	date:Sun,%2024%20Nov%202019%2013:38:54%20GMT	https://ak.sv/style/assets/images/logo-white.svg	my_website_copy/ak.sv/style/assets/images/logo-white.svg	(from https://ak.sv/)
19:22:06	222268/222268	---MCZ	200	added ('OK')	text/html	date:Wed,%2020%20Aug%202025%2019:22:05%20GMT	https://ak.sv/recent	my_website_copy/ak.sv/recent.html	(from https://ak.sv/)
19:22:06	2789/2789	---MC-	302	error ('Found')	text/html	date:Wed,%2020%20Aug%202025%2019:22:06%20GMT	https://ak.sv/profile	my_website_copy/ak.sv/profile	(from https://ak.sv/)
19:22:08	79565/79565	---MCZ	200	added ('OK')	text/html	date:Wed,%2020%20Aug%202025%2019:22:07%20GMT	https://ak.sv/login	my_website_copy/ak.sv/login.html	(from https://ak.sv/)
19:22:08	644/644	---MC-	302	error ('Found')	text/html	date:Wed,%2020%20Aug%202025%2019:22:08%20GMT	https://ak.sv/favorite/movies	my_website_copy/ak.sv/favorite/movies	(from https://ak.sv/)
19:22:09	620/620	---MC-	302	error ('Found')	text/html	date:Wed,%2020%20Aug%202025%2019:22:09%20GMT	https://ak.sv/logout	my_website_copy/ak.sv/logout	(from https://ak.sv/)
19:22:11	795/795	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2020%20Aug%202025%2019:22:11%20GMT	https://ak.sv/old	my_website_copy/ak.sv/old	(from https://ak.sv/)
19:22:12	103092/103092	---M--	200	added ('OK')	image/webp	date:Thu,%2003%20Sep%202020%2015:24:17%20GMT	https://ak.sv/style/assets/images/site-new.webp	my_website_copy/ak.sv/style/assets/images/site-new.webp	(from https://ak.sv/)
19:22:12	101059/101059	---MCZ	200	added ('OK')	text/html	date:Wed,%2020%20Aug%202025%2019:22:12%20GMT	https://ak.sv/old/	my_website_copy/ak.sv/old/index.html	(from https://ak.sv/)
19:22:13	83862/83862	---MCZ	200	added ('OK')	text/html	date:Wed,%2020%20Aug%202025%2019:22:12%20GMT	https://ak.sv/dmca	my_website_copy/ak.sv/dmca.html	(from https://ak.sv/)
19:22:14	88076/88076	---MCZ	200	added ('OK')	text/html	date:Wed,%2020%20Aug%202025%2019:22:13%20GMT	https://ak.sv/ad-policy	my_website_copy/ak.sv/ad-policy.html	(from https://ak.sv/)
19:22:15	86659/86659	---MCZ	200	added ('OK')	text/javascript	date:Thu,%2007%20Dec%202017%2021:31:12%20GMT	https://ak.sv/style/assets/js/jquery-3.2.1.min.js	my_website_copy/ak.sv/style/assets/js/jquery-3.2.1.min.js	(from https://ak.sv/)
19:22:16	11461/11461	---MCZ	200	added ('OK')	text/javascript	date:Wed,%2026%20Aug%202020%2009:24:44%20GMT	https://ak.sv/style/assets/js/plugins/typed.min.js	my_website_copy/ak.sv/style/assets/js/plugins/typed.min.js	(from https://ak.sv/)
19:22:16	0/0	---M--	302	error ('Found')	text/html	date:Wed,%2020%20Aug%202025%2019:22:15%20GMT	https://ak.sv/cdn-cgi/challenge-platform/scripts/jsd/main.js	my_website_copy/ak.sv/cdn-cgi/challenge-platform/scripts/jsd/main.js	(from https://ak.sv/)
19:22:18	10144/10144	---MCZ	200	added ('OK')	application/javascript	date:Wed,%2020%20Aug%202025%2019:22:16%20GMT	https://ak.sv/cdn-cgi/challenge-platform/h/b/scripts/jsd/4710d66e8fda/main.js?	my_website_copy/ak.sv/cdn-cgi/challenge-platform/h/b/scripts/jsd/4710d66e8fda/maind41d.js	(from https://ak.sv/)
19:22:19	14672/14672	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2018%20Apr%202020%2010:14:08%20GMT	https://ak.sv/style/assets/css/fonts/icons/icons.eot?4xtr0l	my_website_copy/ak.sv/style/assets/css/fonts/icons/iconsa0f8.eot	(from https://ak.sv/style/assets/css/plugins.css?v=1.2)
19:22:20	14516/14516	---MCZ	200	added ('OK')	font/ttf	date:Sat,%2018%20Apr%202020%2010:14:08%20GMT	https://ak.sv/style/assets/css/fonts/icons/icons.ttf?4xtr0l	my_website_copy/ak.sv/style/assets/css/fonts/icons/iconsa0f8.ttf	(from https://ak.sv/style/assets/css/plugins.css?v=1.2)
19:22:21	14592/14592	---M--	200	added ('OK')	font/woff	date:Sat,%2018%20Apr%202020%2010:14:08%20GMT	https://ak.sv/style/assets/css/fonts/icons/icons.woff?4xtr0l	my_website_copy/ak.sv/style/assets/css/fonts/icons/iconsa0f8.woff	(from https://ak.sv/style/assets/css/plugins.css?v=1.2)
19:22:22	50494/50494	---MCZ	200	added ('OK')	image/svg+xml	date:Sat,%2018%20Apr%202020%2010:14:08%20GMT	https://ak.sv/style/assets/css/fonts/icons/icons.svg?4xtr0l	my_website_copy/ak.sv/style/assets/css/fonts/icons/iconsa0f8.svg	(from https://ak.sv/style/assets/css/plugins.css?v=1.2)
19:22:23	2529/2529	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2020%20Aug%202025%2019:22:23%20GMT	https://ak.sv/style/assets/images/icon-cancel.png	my_website_copy/ak.sv/style/assets/images/icon-cancel.png	(from https://ak.sv/style/assets/css/style.css?v=1.3)
19:22:24	17856/17856	---M--	200	added ('OK')	image/jpeg	date:Sat,%2007%20Dec%202019%2009:54:18%20GMT	https://ak.sv/style/assets/images/bg-404.jpg	my_website_copy/ak.sv/style/assets/images/bg-404.jpg	(from https://ak.sv/style/assets/css/style.css?v=1.3)
19:22:24	644/644	---MC-	302	error ('Found')	text/html	date:Wed,%2020%20Aug%202025%2019:22:24%20GMT	https://ak.sv/favorite/movies	my_website_copy/ak.sv/favorite/movies	(from https://ak.sv/movies)
19:22:25	620/620	---MC-	302	error ('Found')	text/html	date:Wed,%2020%20Aug%202025%2019:22:25%20GMT	https://ak.sv/logout	my_website_copy/ak.sv/logout	(from https://ak.sv/movies)
19:22:27	165263/165263	---MCZ	200	added ('OK')	text/html	date:Wed,%2020%20Aug%202025%2019:22:26%20GMT	https://ak.sv/movie/10075/elio-%d9%85%d8%af%d8%a8%d9%84%d8%ac	my_website_copy/ak.sv/movie/10075/elio-%d9%85%d8%af%d8%a8%d9%84%d8%ac.html	(from https://ak.sv/movies)
19:22:28	167303/167303	---MCZ	200	added ('OK')	text/html	date:Wed,%2020%20Aug%202025%2019:22:27%20GMT	https://ak.sv/movie/10074/clown-in-a-cornfield	my_website_copy/ak.sv/movie/10074/clown-in-a-cornfield.html	(from https://ak.sv/movies)
19:22:29	162719/162719	---MCZ	200	added ('OK')	text/html	date:Wed,%2020%20Aug%202025%2019:22:28%20GMT	https://ak.sv/movie/10073/noise	my_website_copy/ak.sv/movie/10073/noise.html	(from https://ak.sv/movies)
19:22:30	163457/163457	---MCZ	200	added ('OK')	text/html	date:Wed,%2020%20Aug%202025%2019:22:29%20GMT	https://ak.sv/movie/10072/spirit-in-the-blood	my_website_copy/ak.sv/movie/10072/spirit-in-the-blood.html	(from https://ak.sv/movies)
19:22:31	164365/164365	---MCZ	200	added ('OK')	text/html	date:Wed,%2020%20Aug%202025%2019:22:30%20GMT	https://ak.sv/movie/10071/descendent	my_website_copy/ak.sv/movie/10071/descendent.html	(from https://ak.sv/movies)
19:22:32	164693/164693	---MCZ	200	added ('OK')	text/html	date:Wed,%2020%20Aug%202025%2019:22:31%20GMT	https://ak.sv/movie/10070/elio	my_website_copy/ak.sv/movie/10070/elio.html	(from https://ak.sv/movies)
19:22:33	165678/165678	---MCZ	200	added ('OK')	text/html	date:Wed,%2020%20Aug%202025%2019:22:32%20GMT	https://ak.sv/movie/10069/the-bad-guys-2	my_website_copy/ak.sv/movie/10069/the-bad-guys-2.html	(from https://ak.sv/movies)
19:22:34	167146/167146	---MCZ	200	added ('OK')	text/html	date:Wed,%2020%20Aug%202025%2019:22:33%20GMT	https://ak.sv/movie/10068/mission-impossible-the-final-reckoning	my_website_copy/ak.sv/movie/10068/mission-impossible-the-final-reckoning.html	(from https://ak.sv/movies)
19:22:35	164484/164484	---MCZ	200	added ('OK')	text/html	date:Wed,%2020%20Aug%202025%2019:22:34%20GMT	https://ak.sv/movie/10067/fear-below	my_website_copy/ak.sv/movie/10067/fear-below.html	(from https://ak.sv/movies)
19:22:36	166406/166406	---MCZ	200	added ('OK')	text/html	date:Wed,%2020%20Aug%202025%2019:22:35%20GMT	https://ak.sv/movie/10066/extraction	my_website_copy/ak.sv/movie/10066/extraction.html	(from https://ak.sv/movies)
19:22:37	166113/166113	---MCZ	200	added ('OK')	text/html	date:Wed,%2020%20Aug%202025%2019:22:36%20GMT	https://ak.sv/movie/10065/mononoke-movie-2-hinezumi	my_website_copy/ak.sv/movie/10065/mononoke-movie-2-hinezumi.html	(from https://ak.sv/movies)
19:22:38	168439/168439	---MCZ	200	added ('OK')	text/html	date:Wed,%2020%20Aug%202025%2019:22:37%20GMT	https://ak.sv/movie/10064/mononoke-the-movie-the-phantom-in-the-rain	my_website_copy/ak.sv/movie/10064/mononoke-the-movie-the-phantom-in-the-rain.html	(from https://ak.sv/movies)
19:22:39	164479/164479	---MCZ	200	added ('OK')	text/html	date:Wed,%2020%20Aug%202025%2019:22:38%20GMT	https://ak.sv/movie/10063/sookshmadarshini-%d9%85%d8%af%d8%a8%d9%84%d8%ac	my_website_copy/ak.sv/movie/10063/sookshmadarshini-%d9%85%d8%af%d8%a8%d9%84%d8%ac.html	(from https://ak.sv/movies)
19:22:40	163988/163988	---MCZ	200	added ('OK')	text/html	date:Wed,%2020%20Aug%202025%2019:22:39%20GMT	https://ak.sv/movie/10062/sookshmadarshini	my_website_copy/ak.sv/movie/10062/sookshmadarshini.html	(from https://ak.sv/movies)
19:22:41	163025/163025	---MCZ	200	added ('OK')	text/html	date:Wed,%2020%20Aug%202025%2019:22:40%20GMT	https://ak.sv/movie/10061/ms-apocalypse	my_website_copy/ak.sv/movie/10061/ms-apocalypse.html	(from https://ak.sv/movies)
19:22:42	168231/168231	---MCZ	200	added ('OK')	text/html	date:Wed,%2020%20Aug%202025%2019:22:41%20GMT	https://ak.sv/movie/10060/night-always-comes	my_website_copy/ak.sv/movie/10060/night-always-comes.html	(from https://ak.sv/movies)
19:22:43	164512/164512	---MCZ	200	added ('OK')	text/html	date:Wed,%2020%20Aug%202025%2019:22:42%20GMT	https://ak.sv/movie/10059/nosferatu	my_website_copy/ak.sv/movie/10059/nosferatu.html	(from https://ak.sv/movies)
19:22:44	167037/167037	---MCZ	200	added ('OK')	text/html	date:Wed,%2020%20Aug%202025%2019:22:43%20GMT	https://ak.sv/movie/10058/s-w-a-t	my_website_copy/ak.sv/movie/10058/s-w-a-t.html	(from https://ak.sv/movies)
19:22:45	166206/166206	---MCZ	200	added ('OK')	text/html	date:Wed,%2020%20Aug%202025%2019:22:44%20GMT	https://ak.sv/movie/10057/to-kill-a-mockingbird	my_website_copy/ak.sv/movie/10057/to-kill-a-mockingbird.html	(from https://ak.sv/movies)
19:22:46	163976/163976	---MCZ	200	added ('OK')	text/html	date:Wed,%2020%20Aug%202025%2019:22:45%20GMT	https://ak.sv/movie/10056/sorry-baby	my_website_copy/ak.sv/movie/10056/sorry-baby.html	(from https://ak.sv/movies)
19:22:47	163999/163999	---MCZ	200	added ('OK')	text/html	date:Wed,%2020%20Aug%202025%2019:22:46%20GMT	https://ak.sv/movie/10055/the-girl-with-the-needle	my_website_copy/ak.sv/movie/10055/the-girl-with-the-needle.html	(from https://ak.sv/movies)
19:22:48	167126/167126	---MCZ	200	added ('OK')	text/html	date:Wed,%2020%20Aug%202025%2019:22:47%20GMT	https://ak.sv/movie/10054/fixed	my_website_copy/ak.sv/movie/10054/fixed.html	(from https://ak.sv/movies)
19:22:49	165011/165011	---MCZ	200	added ('OK')	text/html	date:Wed,%2020%20Aug%202025%2019:22:48%20GMT	https://ak.sv/movie/10053/the-shrouds	my_website_copy/ak.sv/movie/10053/the-shrouds.html	(from https://ak.sv/movies)
19:22:50	163147/163147	---MCZ	200	added ('OK')	text/html	date:Wed,%2020%20Aug%202025%2019:22:49%20GMT	https://ak.sv/movie/10052/i-m-still-here	my_website_copy/ak.sv/movie/10052/i-m-still-here.html	(from https://ak.sv/movies)
19:22:51	166059/166059	---MCZ	200	added ('OK')	text/html	date:Wed,%2020%20Aug%202025%2019:22:50%20GMT	https://ak.sv/movie/10051/the-last-king-of-scotland	my_website_copy/ak.sv/movie/10051/the-last-king-of-scotland.html	(from https://ak.sv/movies)
19:22:52	163870/163870	---MCZ	200	added ('OK')	text/html	date:Wed,%2020%20Aug%202025%2019:22:51%20GMT	https://ak.sv/movie/10050/ka-whawhai-tonu	my_website_copy/ak.sv/movie/10050/ka-whawhai-tonu.html	(from https://ak.sv/movies)
19:22:53	166661/166661	---MCZ	200	added ('OK')	text/html	date:Wed,%2020%20Aug%202025%2019:22:52%20GMT	https://ak.sv/movie/10049/%d8%a7%d9%84%d9%87%d9%86%d8%a7-%d8%a7%d9%84%d9%84%d9%8a-%d8%a3%d9%86%d8%a7-%d9%81%d9%8a%d9%87	my_website_copy/ak.sv/movie/10049/%d8%a7%d9%84%d9%87%d9%86%d8%a7-%d8%a7%d9%84%d9%84%d9%8a-%d8%a3%d9%86%d8%a7-%d9%81%d9%8a%d9%87.html	(from https://ak.sv/movies)
19:22:54	165528/165528	---MCZ	200	added ('OK')	text/html	date:Wed,%2020%20Aug%202025%2019:22:53%20GMT	https://ak.sv/movie/10048/witness-for-the-prosecution	my_website_copy/ak.sv/movie/10048/witness-for-the-prosecution.html	(from https://ak.sv/movies)
19:22:55	165419/165419	---MCZ	200	added ('OK')	text/html	date:Wed,%2020%20Aug%202025%2019:22:54%20GMT	https://ak.sv/movie/10047/friendship	my_website_copy/ak.sv/movie/10047/friendship.html	(from https://ak.sv/movies)
19:22:56	166030/166030	---MCZ	200	added ('OK')	text/html	date:Wed,%2020%20Aug%202025%2019:22:55%20GMT	https://ak.sv/movie/10046/smurfs	my_website_copy/ak.sv/movie/10046/smurfs.html	(from https://ak.sv/movies)
19:22:57	164074/164074	---MCZ	200	added ('OK')	text/html	date:Wed,%2020%20Aug%202025%2019:22:56%20GMT	https://ak.sv/movies?page=2	my_website_copy/ak.sv/movies4658.html	(from https://ak.sv/movies)
19:22:58	163238/163238	---MCZ	200	added ('OK')	text/html	date:Wed,%2020%20Aug%202025%2019:22:57%20GMT	https://ak.sv/movies?page=3	my_website_copy/ak.sv/movies9ba9.html	(from https://ak.sv/movies)
19:22:59	163891/163891	---MCZ	200	added ('OK')	text/html	date:Wed,%2020%20Aug%202025%2019:22:58%20GMT	https://ak.sv/movies?page=4	my_website_copy/ak.sv/moviesfdb0.html	(from https://ak.sv/movies)
19:23:00	163355/163355	---MCZ	200	added ('OK')	text/html	date:Wed,%2020%20Aug%202025%2019:22:59%20GMT	https://ak.sv/movies?page=5	my_website_copy/ak.sv/moviesaf4d.html	(from https://ak.sv/movies)
19:23:01	164403/164403	---MCZ	200	added ('OK')	text/html	date:Wed,%2020%20Aug%202025%2019:23:00%20GMT	https://ak.sv/movies?page=6	my_website_copy/ak.sv/moviesc575.html	(from https://ak.sv/movies)
19:23:02	164439/164439	---MCZ	200	added ('OK')	text/html	date:Wed,%2020%20Aug%202025%2019:23:01%20GMT	https://ak.sv/movies?page=7	my_website_copy/ak.sv/movies235c.html	(from https://ak.sv/movies)
19:23:03	164574/164574	---MCZ	200	added ('OK')	text/html	date:Wed,%2020%20Aug%202025%2019:23:02%20GMT	https://ak.sv/movies?page=8	my_website_copy/ak.sv/moviesfdfa.html	(from https://ak.sv/movies)
19:23:04	164651/164651	---MCZ	200	added ('OK')	text/html	date:Wed,%2020%20Aug%202025%2019:23:03%20GMT	https://ak.sv/movies?page=319	my_website_copy/ak.sv/movies16e8.html	(from https://ak.sv/movies)
19:23:05	123652/123652	---MCZ	200	added ('OK')	text/html	date:Wed,%2020%20Aug%202025%2019:23:04%20GMT	https://ak.sv/movies?page=320	my_website_copy/ak.sv/moviesa2a3.html	(from https://ak.sv/movies)
19:23:06	86659/86659	---MCZ	200	added ('OK')	text/javascript	date:Thu,%2007%20Dec%202017%2021:31:12%20GMT	https://ak.sv/style/assets/js/jquery-3.2.1.min.js?v=1.1	my_website_copy/ak.sv/style/assets/js/jquery-3.2.1.minf9e3.js	(from https://ak.sv/movies)
19:23:07	12363/12363	---MCZ	200	added ('OK')	text/javascript	date:Sat,%2016%20Sep%202017%2000:20:24%20GMT	https://ak.sv/style/assets/js/plugins/pace.min.js?v=1.1	my_website_copy/ak.sv/style/assets/js/plugins/pace.minf9e3.js	(from https://ak.sv/movies)
19:23:08	133814/133814	---MCZ	200	added ('OK')	text/javascript	date:Thu,%2019%20Sep%202019%2012:39:46%20GMT	https://ak.sv/style/assets/js/plugins/swiper.min.js?v=1.1	my_website_copy/ak.sv/style/assets/js/plugins/swiper.minf9e3.js	(from https://ak.sv/movies)
19:23:09	68253/68253	---MCZ	200	added ('OK')	text/javascript	date:Thu,%2004%20Apr%202019%2007:48:34%20GMT	https://ak.sv/style/assets/js/plugins/jquery.fancybox.min.js?v=1.1	my_website_copy/ak.sv/style/assets/js/plugins/jquery.fancybox.minf9e3.js	(from https://ak.sv/movies)
19:23:10	2377/2377	---MCZ	200	added ('OK')	text/javascript	date:Wed,%2025%20May%202016%2017:36:56%20GMT	https://ak.sv/style/assets/js/plugins/idTabs.js?v=1.1	my_website_copy/ak.sv/style/assets/js/plugins/idTabsf9e3.js	(from https://ak.sv/movies)
19:23:11	24371/24371	---MCZ	200	added ('OK')	text/javascript	date:Tue,%2025%20Jun%202019%2008:49:36%20GMT	https://ak.sv/style/assets/js/plugins/jquery.validate.min.js?v=1.1	my_website_copy/ak.sv/style/assets/js/plugins/jquery.validate.minf9e3.js	(from https://ak.sv/movies)
19:23:12	1560/1560	---MCZ	200	added ('OK')	text/javascript	date:Tue,%2025%20Jun%202019%2008:49:36%20GMT	https://ak.sv/style/assets/js/plugins/messages_ar.min.js?v=1.1	my_website_copy/ak.sv/style/assets/js/plugins/messages_ar.minf9e3.js	(from https://ak.sv/movies)
19:23:13	40808/40808	---MCZ	200	added ('OK')	text/javascript	date:Tue,%2025%20Jun%202019%2008:49:36%20GMT	https://ak.sv/style/assets/js/plugins/sweetalert.min.js?v=1.1	my_website_copy/ak.sv/style/assets/js/plugins/sweetalert.minf9e3.js	(from https://ak.sv/movies)
19:23:13	3140/3140	---MCZ	200	added ('OK')	text/javascript	date:Wed,%2027%20May%202015%2014:36:08%20GMT	https://ak.sv/style/assets/js/plugins/jquery.cookie.js?v=1.1	my_website_copy/ak.sv/style/assets/js/plugins/jquery.cookief9e3.js	(from https://ak.sv/movies)
19:23:15	76652/76652	---MCZ	200	added ('OK')	text/javascript	date:Mon,%2005%20Aug%202019%2000:03:52%20GMT	https://ak.sv/style/assets/js/plugins/select2.full.min.js?v=1.1	my_website_copy/ak.sv/style/assets/js/plugins/select2.full.minf9e3.js	(from https://ak.sv/movies)
19:23:16	904/904	---MCZ	200	added ('OK')	text/javascript	date:Mon,%2005%20Aug%202019%2000:03:52%20GMT	https://ak.sv/style/assets/js/plugins/ar.js?v=1.1	my_website_copy/ak.sv/style/assets/js/plugins/arf9e3.js	(from https://ak.sv/movies)
19:23:17	5023/5023	---MCZ	200	added ('OK')	text/javascript	date:Tue,%2030%20Apr%202019%2008:39:21%20GMT	https://ak.sv/style/assets/js/plugins/jquery.lazy.min.js	my_website_copy/ak.sv/style/assets/js/plugins/jquery.lazy.min.js	(from https://ak.sv/movies)
19:23:18	8021/8021	---MCZ	200	added ('OK')	text/javascript	date:Sun,%2010%20Oct%202021%2021:26:24%20GMT	https://ak.sv/style/assets/js/akwam.js?v=1.20	my_website_copy/ak.sv/style/assets/js/akwamb830.js	(from https://ak.sv/movies)
19:23:19	76652/76652	---MCZ	200	added ('OK')	text/javascript	date:Mon,%2005%20Aug%202019%2000:03:52%20GMT	https://ak.sv/style/assets/js/plugins/select2.full.min.js	my_website_copy/ak.sv/style/assets/js/plugins/select2.full.min.js	(from https://ak.sv/movies)
19:23:20	904/904	---MCZ	200	added ('OK')	text/javascript	date:Mon,%2005%20Aug%202019%2000:03:52%20GMT	https://ak.sv/style/assets/js/plugins/ar.js	my_website_copy/ak.sv/style/assets/js/plugins/ar.js	(from https://ak.sv/movies)
19:23:20	3448/3448	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2020%20Aug%202025%2019:23:20%20GMT	https://ak.sv/GET	my_website_copy/ak.sv/GET	(from https://ak.sv/movies)
19:23:21	644/644	---MC-	302	error ('Found')	text/html	date:Wed,%2020%20Aug%202025%2019:23:21%20GMT	https://ak.sv/favorite/movies	my_website_copy/ak.sv/favorite/movies	(from https://ak.sv/series)
19:23:22	620/620	---MC-	302	error ('Found')	text/html	date:Wed,%2020%20Aug%202025%2019:23:22%20GMT	https://ak.sv/logout	my_website_copy/ak.sv/logout	(from https://ak.sv/series)
